cell_data.txt
DO NOT INSERT EMPTY LINES. KEEP THE FORMAT AS IT IS
 CELL     TYPE       X          Y      CO 
OFX0298  CT0587    430.460   1632.000   S
OGC7408  CT0587    498.060   1393.500   N
OGF3285  CT0839   1410.530   1045.200  FS
OGJ6611  CT0623   1720.970    899.400   S
OGQ5894  CT0806    982.440   1309.800  FS
OGU2376  CT0839   1504.000    980.400  FS
OGY4446  CT0587    411.480   1101.900  FN
OHL8578  CT0623   1600.460    806.700   N
OHS7748  CT0900   1186.280   1320.600   S
OIB3735  CT0587   1710.960   1600.500  FN
OIF4941  CT0918   1486.970    904.800  FS
OIJ1975  CT0589   1504.520    996.600   S
OIK6078  CT0150   1129.860   1299.000   S
OIO4703  CT0587    648.210   1732.800   S
OIW5031  CT0587    659.780   1600.500  FN
OJG1947  CT0704   1479.950   1066.800  FS
OJP8506  CT0182   1512.450    942.600   S
OJS2959  CT0064   1466.430   1050.600   S
OJY7598  CT0587    498.190   1326.900   N
OKC5604  CT0306   1064.990    416.100   N
OKD7736  CT0587    543.950   1600.500  FN
OKE0288  CT0587    412.130   1627.500  FN
OKI5315  CT0623   1694.190   1493.400  FS
OKK2543  CT0587   1704.590   1276.500  FN
OKU5742  CT0587    413.430   1014.600   S
OLA4506  CT0587    391.590   1083.900  FN
OLC7919  CT0587   1699.650   1024.500   N
OLC8864  CT0587    497.280   1507.800   S
OLI1610  CT0631   1514.270    931.800   S
OLX7823  CT0819   1429.510    980.400  FS
OMR9103  CT0587   1676.120    628.500   N
OMY7918  CT0587   1684.700   1240.500   N
OMY9169  CT0198   1166.390   1272.000   S
ONC0225  CT0103   1509.070    921.000   S
ONF9970  CT0704   1389.600   1050.600   S
ONI3914  CT0587   1717.980   1564.500  FN
ONR4921  CT0198   1161.580   1261.200   S
ONS9342  CT0587   1681.450    628.500   N
ONW1838  CT0918   1480.600    910.200   S
OOF3640  CT0198   1673.130   1204.500  FN
OOF9161  CT0198   1435.230    942.600   S
OOG2959  CT0839   1460.840   1077.600   S
OPC8633  CT0561   1693.410   1492.500   N
OPF1393  CT0900   1054.720   1288.200   S
OPH4590  CT0198    865.440   1266.600   S
OPO2307  CT0900   1128.430   1255.800  FS
OPV2294  CT0918   1467.730    872.400   S
OQJ0568  CT0704   1116.860   1288.200  FS
OQK9681  CT0587   1701.600    556.500   N
ORB6552  CT0150   1415.600    942.600  FS
ORB9653  CT0623   1724.350    896.700   N
ORN0180  CT0587   1696.010    916.500   N
ORO4427  CT0587   1711.350    808.500   N
ORQ3485  CT0587   1687.820   1204.500   N
OSA7458  CT0587    453.730   1148.700  FN
OSB9399  CT0802   1004.670   1304.400   S
OSD2260  CT0587   1684.310    952.500   N
OSK4266  CT0198   1673.000   1384.500  FN
OSY4763  CT0587    371.960   1066.800   S
OTD8226  CT0306   1706.280   1393.500   N
OTE9164  CT0587   1723.180   1744.500   N
OTJ5992  CT0900   1160.410   1304.400  FS
OTK8691  CT0587   1699.650    880.500   N
OUC5144  CT0587   1676.120   1132.500   N
OUD6341  CT0704   1061.350   1282.800   S
OUJ3389  CT0561   1725.910    880.500  FN
OUO9374  CT0198   1440.820    948.000  FS
OUT5656  CT0198   1674.170    736.500  FN
OUY0423  CT0839   1531.560    953.400   S
OUY4013  CT0587   1716.290    916.500   N
OUY5185  CT0306   1600.070    986.700  FN
OUZ3868  CT0587   1716.550   1744.500   N
OVI3337  CT0198   1123.360   1299.000   S
OVP4531  CT0182   1519.210    888.600   S
OVQ4709  CT0587   1710.180   1672.500   N
OVZ0654  CT0561   1692.630   1708.500   N
OWA5709  CT0704   1082.930   1347.600  FS
OWH7270  CT0587   1716.550   1600.500   N
OWP8946  CT0589   1512.060   1012.800  FS
OWR5168  CT0587   1714.470   1024.500   N
OWZ4741  CT0704   1473.320   1066.800   S
OWZ6944  CT0587   1701.080    880.500   N
OXD3916  CT0900   1504.260   1120.800  FS
OXE4841  CT0587    479.600   1137.900  FN
OXK4002  CT0587    434.620   1057.800   S
OXM9756  CT0704   1391.940   1039.800  FS
OXP2282  CT0306    949.810    498.900  FN
OXQ8379  CT0587    383.270    998.400   S
OXU1787  CT0031   1361.520    883.200   S
OYA9015  CT0031   1442.250   1045.200  FS
OYF4484  CT0587   1701.470    592.500   N
OYI7775  CT0587   1701.470   1708.500  FN
OYP1542  CT0587   1679.760   1636.500   N
OZH6470  CT0704   1416.640    931.800  FS
OZM4274  CT0839   1119.070   1320.600  FS
OZP0648  CT0587   1701.470   1492.500   N
OZT9356  CT0064   1035.740   1304.400   S
PAF5606  CT0587    706.840   1652.700  FN
PAN3408  CT0704   1390.120   1029.000   S
PAR3389  CT0267   1423.270   1029.000  FS
PBB2090  CT0587    397.830   1045.200   S
PBB9802  CT0631   1468.770    894.000   S
PBK0650  CT0921   1174.060   1608.600  FS
PBK4833  CT0900   1363.600   1034.400  FS
PBK9109  CT0337    977.890   1293.600  FS
PBO4204  CT0587   1679.240   1528.500   N
PBQ5550  CT0587    479.470   1088.400   S
PBV4451  CT0587    498.190   1580.700  FN
PBX3369  CT0704   1179.780   1320.600  FS
PCE1268  CT0587   1698.350   1600.500   N
PCF5568  CT0587   1679.760    556.500   N
PCT0809  CT0587   1692.630    736.500   N
PCX2405  CT0150   1130.250   1282.800   S
PDC4083  CT0587    396.270   1630.200   S
PDD2049  CT0587    485.710   1215.300  FN
PDT2587  CT0587   1679.110    592.500   N
PDU8702  CT0587   1690.160    988.500   N
PDV7492  CT0587    657.570   1601.400   S
PDY1024  CT0561   1700.300   1636.500   N
PEA1779  CT0587   1684.700    556.500   N
PEA6203  CT0847   1486.060    964.200   S
PES6556  CT0198    840.870   1606.800  FS
PEU1166  CT0918   1024.560   1331.400  FS
PFG9195  CT0845   1171.720   1601.400   S
PFH5159  CT0839   1470.980    969.600   S
PFN5441  CT0587   1684.960   1420.500   N
PFN6628  CT0587    375.210   1399.800   S
PFQ9019  CT0839   1471.370    996.600   S
PFT4426  CT0182    912.370   1282.800   S
PFT8175  CT0561   1693.020   1672.500   N
PFU7510  CT0587    378.200   1007.400   S
PFU9010  CT0918    974.900   1288.200   S
PGC1941  CT0704   1164.310   1336.800  FS
PGJ4051  CT0218    941.490   1272.000  FS
PGK3959  CT0587   1678.460   1420.500   N
PGX5199  CT0704   1372.180   1050.600   S
PHC7999  CT0587   1681.840   1420.500   N
PHK4308  CT0587    495.720   1224.300  FN
PHP0757  CT0198   1166.520   1299.000   S
PHR5809  CT0031   1442.250   1018.200   S
PHU8449  CT0587   1704.980   1420.500  FN
PHY6988  CT0587    773.530   1600.500  FN
PID1383  CT0623   1699.000   1542.900  FN
PIG0985  CT0176   1479.950    877.800   S
PIJ4888  CT0064   1054.720   1342.200   S
PIK1325  CT0587    391.720   1377.300  FN
PIR3883  CT0198   1672.740   1240.500  FN
PIZ4396  CT0587   1690.550    520.500   N
PJA4164  CT0587    496.760   1233.300  FN
PJI6221  CT0629   1669.880   1744.500   N
PJM3025  CT0176    877.400   1277.400   S
PJQ5791  CT0019   1703.420   1564.500  FN
PJW7121  CT0064   1404.160    975.000   S
PKB9259  CT0587   1707.840   1312.500   N
PKF1793  CT0587    721.790   1638.300  FN
PKK5755  CT0587    355.580   1051.500  FN
PKN0072  CT0587    662.120   1688.700  FN
PKN3358  CT0587   1700.040   1456.500  FN
PLC3414  CT0587   1680.020    988.500   N
PLD7639  CT0587   1699.000   1384.500   N
PLH0675  CT0587   1720.450   1348.500   N
PLL1459  CT0587   1716.290   1636.500  FN
PLO5609  CT0704   1530.130   1142.400  FS
PLT1105  CT0587   1691.200    556.500   N
PLY4138  CT0198   1503.870   1131.600  FS
PLZ2971  CT0839   1486.840   1002.000  FS
PMA7447  CT0704   1368.930   1045.200  FS
PMK5194  CT0150   1479.820   1056.000  FS
PML4823  CT0587   1675.210   1564.500   N
PML9842  CT0196   1136.620   1250.400  FS
PMT0611  CT0587   1701.470   1312.500   N
PMU9722  CT0198   1154.430   1299.000   S
PMV1136  CT0561    355.060   1427.700   N
PMY8484  CT0019   1722.270   1096.500  FN
PND2995  CT0900   1503.870   1072.200  FS
PNU5408  CT0150   1069.540   1255.800  FS
PNX3576  CT0587    752.730   1611.300  FN
PNY7182  CT0587   1689.510    664.500   N
PNZ9549  CT0587    579.310   1607.700  FN
POF9446  CT0587   1683.270   1024.500   N
POH9275  CT0802   1011.040   1293.600   S
POI8664  CT0198   1441.860    904.800  FS
POL0649  CT0587   1698.350    988.500   N
POX6365  CT0587   1681.710   1060.500   N
PPH7737  CT0839   1410.660    877.800   S
PPK0766  CT0918   1124.010   1282.800  FS
PPR8034  CT0589   1377.250    980.400  FS
PQG1503  CT0704   1441.990    942.600   S
PQG9178  CT0587   1689.510    808.500   N
PQR3209  CT0587   1703.160    808.500   N
PQZ3806  CT0064   1033.790   1315.200  FS
PRD6933  CT0587    459.840   1176.600   S
PRM5121  CT0587   1691.460   1168.500   N
PRN3035  CT0587    493.120   1129.800   S
PSE8090  CT0587    496.500   1268.400   S
PSK1452  CT0900   1404.420   1023.600  FS
PST7942  CT0587   1701.730    700.500   N
PTG1368  CT0918   1423.660   1023.600   S
PTL6360  CT0587   1707.840   1276.500   N
PUD8364  CT0587    722.440   1600.500  FN
PUF3584  CT0587   1698.350   1708.500  FN
PUL0236  CT0182   1526.620    937.200  FS
PUN7962  CT0587    667.060   1600.500  FN
PUO0396  CT0629   1669.750   1276.500   N
PUQ2201  CT0198    496.110   1277.400   S
PUR6019  CT0623    851.400   1610.400  FS
PUW2931  CT0587    481.160   1125.300  FN
PUY2360  CT0839    961.120   1304.400  FS
PUY3104  CT0284   1018.320   1293.600   S
PVA0736  CT0704   1480.080   1088.400  FS
PVA7442  CT0064   1454.210   1088.400   S
PVA7790  CT0704   1537.540    921.000   S
PVD2336  CT0198    496.890   1265.700   N
PVQ2950  CT0587    776.650   1612.200   S
PVQ7666  CT0587   1721.100   1708.500   N
PVT6044  CT0704    883.510   1266.600   S
PWA1313  CT0587    363.120    994.800   S
PWC4454  CT0704   1191.480   1272.000  FS
PWW2050  CT0150   1073.960   1277.400   S
PWX7087  CT0587   1692.630    700.500   N
PXC5991  CT0587    430.200   1040.700  FN
PXE2314  CT0587   1707.710   1096.500   N
PXI2133  CT0587   1686.000    772.500   N
PXM9767  CT0064   1435.620   1029.000   S
PXN0658  CT0103   1486.320    899.400   S
PXN6850  CT0587   1686.390   1744.500   N
PYA1116  CT0587   1717.720   1312.500  FN
PYG9071  CT0918   1011.040   1282.800   S
PYJ2442  CT0587   1692.240    520.500   N
PYJ3372  CT0704   1537.540    958.800  FS
PYJ3830  CT0918   1362.690   1045.200  FS
PYN7624  CT0847   1378.940    894.000  FS
PYT3010  CT0587   1696.400   1204.500   N
PYZ4719  CT0623    723.610   1795.800   S
PYZ6579  CT0587    647.170   1742.700  FN
PZL3829  CT0248    343.360    987.600   S
PZY4088  CT0704   1136.100   1293.600  FS
QAO2814  CT0198   1067.200   1326.000  FS
QAR0532  CT0587    348.690   1045.200   S
QAU8805  CT0306    701.380    494.400  FS
QBQ4700  CT0587   1682.620   1564.500   N
QBV7685  CT0587   1692.760    556.500   N
QBW1295  CT0704   1531.040    996.600  FS
QCA7921  CT0587   1687.690    700.500   N
QCE8253  CT0623   1600.200    957.900  FN
QCL6713  CT0587   1716.550    952.500   N
QCM4775  CT0704   1429.120    910.200   S
QCN2417  CT0587    482.720   1166.700  FN
QCP8479  CT0587   1723.830   1384.500  FN
QCQ0537  CT0561   1693.410   1456.500   N
QCU7687  CT0623   1601.500    985.800  FS
QCZ5577  CT0623   1603.450    975.900   N
QDJ1573  CT0198    783.020   1600.500   N
QDJ8986  CT0589   1483.590    991.200  FS
QDL0049  CT0623   1600.200    971.400  FS
QDT0643  CT0623   1604.360    977.700   N
QEI7545  CT0802   1418.590   1007.400  FS
QEI9320  CT0623   1604.230    971.400   S
QEK9688  CT0704   1086.960   1304.400  FS
QEN3129  CT0704   1516.350   1126.200   S
QEZ7104  CT0198   1154.430   1326.000   S
QFB4270  CT0918   1468.250    904.800   S
QFF7332  CT0196   1018.710   1272.000  FS
QFK7307  CT0704   1142.340   1326.000  FS
QFQ4470  CT0704   1522.330   1061.400  FS
QFV9404  CT0196   1181.340   1255.800   S
QFW8390  CT0900   1362.300    904.800   S
QGK0789  CT0587   1708.360   1456.500  FN
QGY2538  CT0845   1159.760   1603.200   S
QHR2989  CT0918   1423.140    910.200  FS
QHS2853  CT0839   1473.840    958.800  FS
QHT0630  CT0198   1483.330   1131.600  FS
QHV5931  CT0587    367.670   1561.800   S
QHX6968  CT0078   1466.690    948.000  FS
QHZ7840  CT0900   1179.000   1272.000  FS
QIC3990  CT0806   1042.630   1304.400  FS
QID1094  CT0587   1709.140    664.500   N
QIG3347  CT0918   1130.510   1320.600  FS
QIG8240  CT0629   1669.750    772.500   N
QIM0851  CT0078   1474.360    948.000  FS
QIP9872  CT0587   1716.810   1528.500   N
QIS6134  CT0587   1707.840   1024.500   N
QIU1801  CT0587   1701.340   1276.500  FN
QIU6120  CT0587   1685.870    592.500   N
QIW0469  CT0176   1486.450    915.600   S
QJB5490  CT0587   1713.300   1420.500  FN
QJH4383  CT0587   1711.350    844.500   N
QJN7742  CT0587   1684.180    592.500   N
QKG7288  CT0587   1692.370   1096.500   N
QKQ3263  CT0496   1435.490   1023.600  FS
QKQ4701  CT0587   1706.280   1312.500  FN
QKS8379  CT0806   1077.340   1304.400  FS
QKX0733  CT0918   1018.320   1331.400   S
QKY7290  CT0587   1704.720    592.500   N
QLC9432  CT0704   1531.430   1072.200  FS
QLT4409  CT0587    504.040   1618.500  FN
QLZ5124  CT0587   1716.030   1348.500   N
QMH6913  CT0587   1719.410    880.500   N
QMU5675  CT0587   1706.410    808.500   N
QNJ9898  CT0587   1713.040   1492.500  FN
QNL1171  CT0306   1600.070    547.500   N
QNL5332  CT0704   1129.990   1304.400  FS
QNN3357  CT0150   1385.960    931.800   S
QNN7369  CT0587   1687.950    556.500   N
QNO9454  CT0847   1537.020   1012.800  FS
QNR7068  CT0103    923.810   1299.000  FS
QNU7380  CT0198   1673.520    952.500  FN
QOJ8136  CT0587   1687.690    952.500   N
QOK9818  CT0589   1475.790   1012.800   S
QON0823  CT0839   1480.470    948.000   S
QON5605  CT0064   1454.340   1077.600   S
QPF2308  CT0847   1530.650   1007.400   S
QPM1397  CT0587    446.060   1403.400   S
QPP8730  CT0306   1009.610    498.900   N
QPT8219  CT0182   1517.390    877.800   S
QPT9397  CT0839   1514.270    975.000   S
QQB5191  CT0704   1421.970   1066.800   S
QQI2975  CT0900   1528.310   1077.600  FS
QQN7420  CT0587    452.690   1435.800   S
QQP1972  CT0587   1709.530   1708.500   N
QRE2801  CT0900   1435.490    915.600  FS
QRH7654  CT0623   1689.250   1472.700  FN
QRJ8096  CT0587   1680.670   1708.500   N
QSB8164  CT0587    381.580   1074.900  FN
QSL2606  CT0182   1521.030    904.800  FS
QSW4237  CT0587    371.830    999.300  FN
QSX5075  CT0629    812.010   1600.500  FN
QTO8853  CT0900   1057.450   1353.000  FS
QTP3668  CT0704   1217.090   1309.800   S
QUC0948  CT0198   1174.710   1255.800   S
QUC1294  CT0587   1703.550   1672.500  FN
QUD0920  CT0587    673.430   1602.300  FN
QUD5240  CT0587   1709.270   1348.500  FN
QUH3771  CT0198   1434.190    948.000  FS
QUP3653  CT0587   1717.980    916.500   N
QVA4507  CT0918   1422.880   1002.000  FS
QVB4678  CT0587    410.700   1131.600   S
QVI9109  CT0587    358.960    995.700  FN
QVL8466  CT0900   1080.590   1266.600   S
QVO7635  CT0587   1708.100   1132.500   N
QVZ1934  CT0587   1683.010   1132.500   N
QWB3297  CT0587   1677.030   1564.500   N
QWB3328  CT0587    747.530   1601.400   S
QWN3970  CT0704   1531.300    958.800   S
QWV6504  CT0078   1416.640    872.400  FS
QWW5490  CT0587   1694.320    916.500   N
QWZ7740  CT0587   1712.910    772.500   N
QXG4729  CT0031   1017.930   1266.600   S
QXO8740  CT0064   1428.340   1034.400   S
QXP0321  CT0587    456.330   1615.800   S
QXR5156  CT0130   1478.390   1045.200  FS
QXS6257  CT0587   1718.500   1528.500  FN
QXU5784  CT0587   1690.680   1096.500   N
QXV1401  CT0064   1404.420   1007.400  FS
QXZ0375  CT0430    968.140   1282.800  FS
QXZ8742  CT0847   1365.680    877.800  FS
QYE8613  CT0587    429.940   1119.900  FN
QYF2097  CT0587   1689.510    556.500   N
QYF6042  CT0704   1061.090   1320.600  FS
QYG5337  CT0587   1691.200   1636.500   N
QYO2636  CT0587   1680.670   1096.500   N
QYS6827  CT0704   1117.250   1277.400  FS
QZH4207  CT0130   1516.610   1023.600  FS
QZK0287  CT0900   1521.940   1072.200   S
QZK6744  CT0918    936.680   1309.800   S
QZN9458  CT0587   1682.490   1708.500   N
QZP1422  CT0587   1703.160   1492.500  FN
QZP9110  CT0623   1692.110   1543.800   S
QZW2753  CT0704   1537.540   1061.400   S
RAD3264  CT0587    464.650   1124.400   S
RAI6530  CT0587   1710.830    520.500   N
RAL2201  CT0587    353.240   1000.200   S
RAQ4688  CT0587    458.670   1134.300  FN
RBA3727  CT0587    569.820   1603.200   S
RBM6921  CT0196   1429.510    899.400  FS
RBU6935  CT0182   1367.890   1007.400  FS
RBX2971  CT0587   1684.830   1312.500   N
RCA0179  CT0064    973.080   1304.400   S
RDC1434  CT0561   1690.030   1744.500   N
RDF3336  CT0587   1706.540    952.500   N
RDU9486  CT0587    380.930   1374.600   S
RDW3583  CT0587   1712.910    592.500   N
RDY7530  CT0918   1466.560    883.200   S
RED2316  CT0700   1503.870   1039.800  FS
REH0953  CT0900   1080.590   1261.200  FS
REJ1188  CT0587   1689.250    736.500   N
REM4929  CT0064   1466.690   1066.800  FS
RET0644  CT0587   1681.580   1024.500   N
RET2244  CT0704   1517.520   1137.000   S
REV9026  CT0587    470.110   1155.000   S
REW0911  CT0587   1698.740   1240.500   N
REW8596  CT0587   1698.350   1564.500   N
REY0507  CT0587   1717.070    988.500   N
RFE3618  CT0587   1681.320   1132.500   N
RGL5096  CT0587    674.340   1712.100  FN
RGM5963  CT0918   1462.270   1110.000   S
RGQ6276  CT0196   1185.240   1272.000  FS
RGR3264  CT0847   1509.720    953.400   S
RHA0200  CT0587    731.540   1600.500  FN
RHR5216  CT0587   1717.200   1672.500  FN
RIA3190  CT0587    495.850   1266.600   S
RIE6963  CT0845    493.120   1282.800   S
RIG6755  CT0078   1461.750    980.400  FS
RIP1625  CT0806   1459.930    948.000  FS
RIS7946  CT0589   1354.890    980.400  FS
RJE3277  CT0918   1515.050    937.200   S
RJF5197  CT0129   1073.960   1261.200   S
RJG5576  CT0019    343.100    996.600   S
RJM1957  CT0587   1705.240   1672.500  FN
RJP2931  CT0587    492.470   1248.600   S
RJR7112  CT0587   1700.430   1240.500  FN
RJW6288  CT0198   1673.390   1564.500  FN
RJX9171  CT0587    491.820   1241.400   S
RKE5146  CT0587    489.350   1508.700  FN
RKP7842  CT0704   1524.020   1137.000  FS
RKR2206  CT0587   1716.680   1420.500  FN
RKW4672  CT0587   1711.610   1744.500  FN
RLE1974  CT0587    498.060   1425.900  FN
RLT9430  CT0587    677.460   1601.400   S
RLX6896  CT0587   1712.780   1276.500  FN
RLZ1476  CT0587   1694.320   1600.500   N
RME4472  CT0587    406.670   1029.000   S
RMK2088  CT0847   1486.190   1029.000   S
RMO1910  CT0866   1127.000   1328.700   N
RMO6913  CT0819   1142.600   1250.400  FS
RMR4205  CT0704   1104.510   1315.200   S
RMR9273  CT0587   1716.030   1312.500   N
RMT8599  CT0847   1531.170    964.200   S
RMV2873  CT0587   1711.350    772.500   N
RMX2573  CT0587    613.110   1600.500  FN
RNH0489  CT0587    429.420   1145.100  FN
RNP3848  CT0587    463.090   1420.500  FN
RNW0757  CT0587   1716.940   1492.500  FN
RNZ2558  CT0587   1711.220    556.500   N
ROB8474  CT0623   1719.280    930.000  FS
ROB8804  CT0847   1368.020    996.600   S
ROE8753  CT0587    458.410   1107.300  FN
RON7222  CT0587   1678.200    808.500   N
ROY4461  CT0587    563.190   1602.300  FN
RPD1076  CT0587   1689.900   1024.500   N
RPJ8591  CT0587   1674.690   1348.500   N
RPM8417  CT0587   1688.080   1456.500   N
RQK8774  CT0839   1462.270    942.600   S
RQR9874  CT0587   1709.530   1384.500   N
RQV7739  CT0064   1454.080   1045.200   S
RQW5516  CT0198    837.360   1606.800   S
RQX4149  CT0589   1484.760    980.400  FS
RQX5539  CT0587   1716.420    772.500   N
RRD1339  CT0587   1694.320    772.500   N
RRJ5024  CT0587   1687.560    592.500   N
RSD1928  CT0918   1442.120   1029.000   S
RSR2278  CT0587   1690.810    880.500   N
RSS7839  CT0150   1363.860   1039.800   S
RST3533  CT0918    929.920   1277.400   S
RSW5475  CT0900   1453.950    899.400   S
RSY9055  CT0887    350.900   1636.500   N
RTD0079  CT0196   1070.320   1353.000   S
RUK2474  CT0629    495.590   1249.500   N
RUO6278  CT0587   1690.810    592.500   N
RUP5544  CT0587    650.160   1601.400   S
RUQ1190  CT0198    497.280   1254.000  FS
RUQ1573  CT0900   1137.920   1347.600  FS
RUR9019  CT0587   1686.650   1060.500   N
RUX9046  CT0587   1720.060   1096.500   N
RVW5083  CT0587   1709.530   1564.500  FN
RWF4189  CT0918   1025.600   1336.800   S
RWP2030  CT0918   1481.380    888.600   S
RWW2323  CT0704   1086.830   1288.200   S
RXG4706  CT0587   1719.280   1276.500  FN
RXI0991  CT0587    497.150   1150.500  FN
RYG3973  CT0794   1486.580    883.200  FS
RYO2377  CT0839   1410.660    888.600   S
RZC9537  CT0587   1704.070    988.500   N
RZP2854  CT0587    492.340   1200.000   S
RZQ0712  CT0900   1192.780   1309.800   S
RZQ2650  CT0587   1678.330   1024.500   N
SAA2730  CT0589   1359.830    964.200   S
SAA3586  CT0623   1721.490    596.100  FN
SAA9783  CT0900   1442.250    969.600  FS
SAF7318  CT0587   1690.030   1456.500   N
SAG1397  CT0587   1682.360   1168.500   N
SAG3311  CT0918   1387.650   1045.200   S
SAK3897  CT0587    728.420   1600.500  FN
SAP9814  CT0587    420.970   1032.600   S
SAS8136  CT0587    497.020   1209.000   S
SAS8990  CT0196   1454.210    888.600   S
SAZ2608  CT0587   1684.830    628.500   N
SBC3333  CT0587    363.250   1614.000   S
SBE4049  CT0561    345.830   1038.900   N
SBH1492  CT0587    446.840   1600.500  FN
SBH1945  CT0587   1703.160    772.500   N
SBK4552  CT0587    443.850   1085.700  FN
SBO8737  CT0587    651.460   1722.000   S
SBP3785  CT0900   1519.210    867.000   S
SBR0225  CT0587   1681.320   1348.500   N
SBT3196  CT0587    395.750   1438.500  FN
SCC8266  CT0198   1187.840   1250.400  FS
SCD5075  CT0900   1071.100   1358.400  FS
SCD7832  CT0954   1354.110   1012.800   S
SCF9355  CT0587   1702.770   1096.500   N
SCM1462  CT0198   1066.030   1304.400  FS
SCQ7992  CT0587   1720.190   1240.500   N
SCV8056  CT0182   1519.600    894.000   S
SDE0270  CT0587   1677.420    664.500   N
SDK5164  CT0806   1054.590   1326.000  FS
SDL2482  CT0150   1536.630   1077.600  FS
SDP4682  CT0918   1031.710   1336.800  FS
SDY0031  CT0629   1670.140   1204.500   N
SEE1157  CT0623   1604.880    984.900  FN
SEN8720  CT0078   1468.770    942.600   S
SES1534  CT0587    806.030   1600.500  FN
SEX3479  CT0587   1686.390   1168.500   N
SFB8423  CT0587   1681.320    556.500   N
SFI7247  CT0587    665.500   1742.700  FN
SFJ2590  CT0150   1516.480   1131.600  FS
SGJ4862  CT0587   1717.590   1276.500   N
SGS0075  CT0237   1250.370    300.000  FS
SGS6490  CT0704   1060.700   1342.200   S
SHN1568  CT0587   1719.540   1024.500   N
SHO2788  CT0623    340.370    986.700   N
SHP2458  CT0587    421.620   1116.300   N
SHT5857  CT0150   1435.620    883.200  FS
SIB6942  CT0587   1703.810   1204.500   N
SIC7246  CT0587   1692.370    844.500   N
SIF4302  CT0704   1486.320   1056.000  FS
SIL5038  CT0587   1709.660    844.500   N
SIS9931  CT0587    381.970   1632.900  FN
SJA6377  CT0626   1534.810   1029.000   S
SJC6247  CT0587   1708.360   1420.500  FN
SJM7495  CT0587    493.250   1235.100  FN
SJR0162  CT0587   1691.720   1060.500   N
SKS1682  CT0704   1136.100   1320.600   S
SKT2596  CT0855    459.840   1444.800   S
SKT9394  CT0587    454.250   1069.500  FN
SLC1797  CT0587   1678.850   1096.500   N
SLP7902  CT0587   1684.440   1528.500   N
SLP9427  CT0587   1720.970   1276.500   N
SLR3290  CT0587    618.050   1602.300  FN
SME2495  CT0587    446.450   1138.800   S
SMH9871  CT0629    496.110   1315.200  FS
SMQ9759  CT0587    352.330    992.100  FN
SMU4574  CT0900   1442.380    991.200  FS
SMV9525  CT0587    433.970   1614.000   S
SNA8818  CT0794   1521.550    926.400  FS
SNC2386  CT0587   1707.060   1384.500  FN
SNH2129  CT0064   1036.780   1293.600   S
SNH8469  CT0918   1217.350   1320.600   S
SNP5011  CT0019   1693.930   1384.500  FN
SNS2806  CT0150   1080.200   1326.000  FS
SOK6139  CT0629    835.930   1609.500  FN
SOZ0361  CT0704   1067.850   1320.600   S
SPA7171  CT0900   1512.840   1056.000   S
SPA7889  CT0587   1682.360   1096.500   N
SPD8269  CT0587   1696.010    808.500   N
SPH4321  CT0587   1698.480   1636.500   N
SPL1555  CT0587   1675.990    808.500   N
SPZ7327  CT0198   1673.520    700.500  FN
SQF3571  CT0198   1674.170    988.500  FN
SQF4243  CT0587   1713.560   1528.500   N
SQH3714  CT0587   1705.890   1060.500   N
SQJ1226  CT0587   1678.980   1708.500   N
SRO4685  CT0589   1504.780    975.000   S
SRV6158  CT0587   1699.650   1564.500   N
SSG1126  CT0587   1724.480   1348.500  FN
SSK6909  CT0900   1486.580   1061.400   S
SSK7921  CT0839   1416.770   1039.800  FS
SSK9588  CT0587    464.650   1118.100  FN
SSW1286  CT0587   1701.600    844.500   N
STA0460  CT0623   1603.450    972.300   N
STK6451  CT0078   1392.460    964.200   S
STP8643  CT0587    654.710   1602.300  FN
STT0061  CT0198   1064.210   1358.400   S
STX4814  CT0918   1123.880   1293.600  FS
SUJ8462  CT0587    541.610   1612.200   S
SUT2615  CT0587    446.710   1622.100  FN
SUY0555  CT0587    388.210   1013.700  FN
SVR7144  CT0623   1716.810    895.800   S
SVS6631  CT0918   1129.990   1293.600  FS
SVU8042  CT0150   1064.210   1347.600  FS
SVV5864  CT0587   1711.480    628.500   N
SVW7986  CT0918   1531.040   1099.200   S
SXK8298  CT0587   1682.230    520.500   N
SXO8073  CT0587    711.130   1602.300  FN
SXZ3371  CT0589   1529.090    975.000   S
SYA0525  CT0629    496.890   1254.900  FN
SYD0655  CT0587   1711.090   1240.500  FN
SYD1147  CT0198   1154.950   1261.200  FS
SYE1731  CT0623    352.200   1631.100   N
SYL3524  CT0064   1404.160    921.000  FS
SYN8533  CT0839   1404.290    872.400   S
SYT1258  CT0704   1365.680    942.600   S
SYX8436  CT0587   1679.760   1600.500   N
SZB9135  CT0587    348.040    995.700  FN
SZK8267  CT0587    700.470   1660.800   S
SZN5786  CT0623    496.500   1217.100  FN
SZU1862  CT0918   1416.770    985.800  FS
SZY7045  CT0587   1712.780   1240.500   N
SZZ9135  CT0150   1390.250   1034.400  FS
TAC4579  CT0704   1037.950   1336.800  FS
TAC6630  CT0704   1537.020   1093.800   S
TAI2769  CT0587   1719.930   1636.500  FN
TAI7593  CT0587   1714.340    520.500   N
TAK4250  CT0150   1073.830   1336.800   S
TAL0321  CT0900   1071.750   1299.000   S
TAM7197  CT0587   1707.970   1708.500  FN
TAN7801  CT0064   1104.640   1288.200  FS
TAR2750  CT0587    389.640   1627.500  FN
TAX0268  CT0918   1486.710   1088.400  FS
